camera_id,url_image,road,km,latitude,longitude
305,http://infocar.dgt.es/etraffic/data/camaras/305.jpg,A-44,41.333,37.7789,-3.75034
306,http://infocar.dgt.es/etraffic/data/camaras/306.jpg,A-44,57.0,37.6956,-3.6327
307,http://infocar.dgt.es/etraffic/data/camaras/307.jpg,A-44,59.42,37.6757,-3.62405
308,http://infocar.dgt.es/etraffic/data/camaras/308.jpg,A-44,63.8,37.6421,-3.60735
309,http://infocar.dgt.es/etraffic/data/camaras/309.jpg,A-44,67.53,37.609894,-3.602011
311,http://infocar.dgt.es/etraffic/data/camaras/311.jpg,A-395,0.35,37.1415,-3.60782
312,http://infocar.dgt.es/etraffic/data/camaras/312.jpg,A-395,28.9,37.105433,-3.426944
313,http://infocar.dgt.es/etraffic/data/camaras/313.jpg,A-395,30.92,37.099597,-3.409392
314,http://infocar.dgt.es/etraffic/data/camaras/314.jpg,A-395,3.9,37.15898,-3.574372
315,http://infocar.dgt.es/etraffic/data/camaras/315.jpg,A-395,4.1,37.1613,-3.57188
316,http://infocar.dgt.es/etraffic/data/camaras/316.jpg,A-395,12.6,37.154345,-3.491482
317,http://infocar.dgt.es/etraffic/data/camaras/317.jpg,A-395,15.1,37.149762,-3.485274
318,http://infocar.dgt.es/etraffic/data/camaras/318.jpg,A-395,19.9,37.138352,-3.45656
319,http://infocar.dgt.es/etraffic/data/camaras/319.jpg,A-395,23.65,37.130022,-3.443039
320,http://infocar.dgt.es/etraffic/data/camaras/320.jpg,A-395,24.95,37.123872,-3.449089
321,http://infocar.dgt.es/etraffic/data/camaras/321.jpg,A-395,7.8,37.15386,-3.532502
327,http://infocar.dgt.es/etraffic/data/camaras/327.jpg,A-30,1.0,38.96896111,-1.81837778
329,http://infocar.dgt.es/etraffic/data/camaras/329.jpg,A-30,4.4,38.94146389,-1.83321667
330,http://infocar.dgt.es/etraffic/data/camaras/330.jpg,A-483,1.8,37.33910556,-6.556083333
331,http://infocar.dgt.es/etraffic/data/camaras/331.jpg,A-30,12.475,38.88785,-1.78291944
334,http://infocar.dgt.es/etraffic/data/camaras/334.jpg,A-92,10.5,37.34874722,-5.836336111
338,http://infocar.dgt.es/etraffic/data/camaras/338.jpg,A-30,20.65,38.82154167,-1.74689722
341,http://infocar.dgt.es/etraffic/data/camaras/341.jpg,A-92,64.4,37.23186667,-5.301936111
343,http://infocar.dgt.es/etraffic/data/camaras/343.jpg,A-30,23.25,38.79977222,-1.74010556
344,http://infocar.dgt.es/etraffic/data/camaras/344.jpg,A-30,39.8,38.67291667,-1.66883056
345,http://infocar.dgt.es/etraffic/data/camaras/345.jpg,A-92,104.8,37.30240833,-4.884025
346,http://infocar.dgt.es/etraffic/data/camaras/346.jpg,A-49,3.7,37.38331389,-6.064327778
347,http://infocar.dgt.es/etraffic/data/camaras/347.jpg,A-30,44.45,38.63378333,-1.666075
348,http://infocar.dgt.es/etraffic/data/camaras/348.jpg,A-30,48.25,38.60386944,-1.67523056
351,http://infocar.dgt.es/etraffic/data/camaras/351.jpg,A-30,53.25,38.56408333,-1.68901667
352,http://infocar.dgt.es/etraffic/data/camaras/352.jpg,A-30,56.4,38.53800556,-1.69032778
359,http://infocar.dgt.es/etraffic/data/camaras/359.jpg,A-30,62.45,38.49962222,-1.64648889
360,http://infocar.dgt.es/etraffic/data/camaras/360.jpg,A-30,75.15,38.41540556,-1.5742
361,http://infocar.dgt.es/etraffic/data/camaras/361.jpg,A-30,82.15,38.37012778,-1.53008611
362,http://infocar.dgt.es/etraffic/data/camaras/362.jpg,A-31,35.92,39.21626944,-2.17661389
363,http://infocar.dgt.es/etraffic/data/camaras/363.jpg,A-31,40.65,39.19800833,-2.14158333
364,http://infocar.dgt.es/etraffic/data/camaras/364.jpg,A-31,51.925,39.13674722,-2.03784167
366,http://infocar.dgt.es/etraffic/data/camaras/366.jpg,A-31,55.78,39.11875833,-2.00053056
367,http://infocar.dgt.es/etraffic/data/camaras/367.jpg,A-31,58.0,39.10736944,-1.98545
368,http://infocar.dgt.es/etraffic/data/camaras/368.jpg,A-31,69.5,39.03064167,-1.89672222
369,http://infocar.dgt.es/etraffic/data/camaras/369.jpg,A-31,73.6,39.01490833,-1.85775833
370,http://infocar.dgt.es/etraffic/data/camaras/370.jpg,A-31,76.3,38.994825,-1.84046944
371,http://infocar.dgt.es/etraffic/data/camaras/371.jpg,A-31,81.78,38.959925,-1.80249722
372,http://infocar.dgt.es/etraffic/data/camaras/372.jpg,A-31,89.925,38.91510278,-1.73056389
373,http://infocar.dgt.es/etraffic/data/camaras/373.jpg,A-31,93.575,38.906525,-1.69176944
375,http://infocar.dgt.es/etraffic/data/camaras/375.jpg,A-31,103.175,38.92256667,-1.58275278
376,http://infocar.dgt.es/etraffic/data/camaras/376.jpg,A-31,113.55,38.90058611,-1.47323889
377,http://infocar.dgt.es/etraffic/data/camaras/377.jpg,A-31,127.0,38.87726389,-1.325625
378,http://infocar.dgt.es/etraffic/data/camaras/378.jpg,A-31,138.2,38.88003333,-1.20103889
379,http://infocar.dgt.es/etraffic/data/camaras/379.jpg,A-49,16.4,37.36146667,-6.200338889
380,http://infocar.dgt.es/etraffic/data/camaras/380.jpg,A-31,147.475,38.88347222,-1.09751111
386,http://infocar.dgt.es/etraffic/data/camaras/386.jpg,A-4,655.3,36.56141667,-6.18745
390,http://infocar.dgt.es/etraffic/data/camaras/390.jpg,AP-4,78.9,36.70319722,-6.075808333
396,http://infocar.dgt.es/etraffic/data/camaras/396.jpg,CA-32,4.8,36.53701389,-6.199075
417,http://infocar.dgt.es/etraffic/data/camaras/417.jpg,A-4,358.2,38.01087222,-4.371625
421,http://infocar.dgt.es/etraffic/data/camaras/421.jpg,A-4,399.1,37.88995556,-4.744908333
467,http://infocar.dgt.es/etraffic/data/camaras/467.jpg,N-550,12.0,43.274868,-8.3644018
468,http://infocar.dgt.es/etraffic/data/camaras/468.jpg,A-6,569.0,43.2647209,-8.2430553
469,http://infocar.dgt.es/etraffic/data/camaras/469.jpg,A-6,567.8,43.2673601,-8.2287473
470,http://infocar.dgt.es/etraffic/data/camaras/470.jpg,A-6,560.1,43.2414703,-8.1595831
471,http://infocar.dgt.es/etraffic/data/camaras/471.jpg,FE-14,4.1,43.4763832,-8.1744337
472,http://infocar.dgt.es/etraffic/data/camaras/472.jpg,AC-11,1.28,43.3426018,-8.4090099
473,http://infocar.dgt.es/etraffic/data/camaras/473.jpg,AC-11,2.3,43.3347222,-8.4022778
474,http://infocar.dgt.es/etraffic/data/camaras/474.jpg,AP-9,3.0,43.329325,-8.3973743
475,http://infocar.dgt.es/etraffic/data/camaras/475.jpg,AC-12,3.8,43.3315896,-8.3854579
476,http://infocar.dgt.es/etraffic/data/camaras/476.jpg,AC-12,4.52,43.3328209,-8.3786983
477,http://infocar.dgt.es/etraffic/data/camaras/477.jpg,AC-14AL,1.93,43.303836,-8.382995
478,http://infocar.dgt.es/etraffic/data/camaras/478.jpg,AC-12,7.0,43.319725,-8.3533335
479,http://infocar.dgt.es/etraffic/data/camaras/479.jpg,N-651,7.34,43.3297501,-8.2051115
480,http://infocar.dgt.es/etraffic/data/camaras/480.jpg,N-651,20.7,43.4120369,-8.1684313
482,http://infocar.dgt.es/etraffic/data/camaras/482.jpg,AC-11,3.6,43.330204,-8.3904505
484,http://infocar.dgt.es/etraffic/data/camaras/484.jpg,A-66,24.3,43.3944,-5.8018
486,http://infocar.dgt.es/etraffic/data/camaras/486.jpg,A-66,20.45,43.4255,-5.8029
487,http://infocar.dgt.es/etraffic/data/camaras/487.jpg,A-66,18.6,43.4411,-5.7964
488,http://infocar.dgt.es/etraffic/data/camaras/488.jpg,A-66,15.35,43.4682,-5.7903
491,http://infocar.dgt.es/etraffic/data/camaras/491.jpg,A-66,44.52,43.2717,-5.8072
492,http://infocar.dgt.es/etraffic/data/camaras/492.jpg,A-66,27.0,43.3692,-5.8129
494,http://infocar.dgt.es/etraffic/data/camaras/494.jpg,A-66,17.01,43.455,-5.7939
495,http://infocar.dgt.es/etraffic/data/camaras/495.jpg,A-66,30.55,43.3485,-5.8414
496,http://infocar.dgt.es/etraffic/data/camaras/496.jpg,A-8,386.7,43.5127,-5.7362
497,http://infocar.dgt.es/etraffic/data/camaras/497.jpg,A-8,393.628,43.509,-5.8099
498,http://infocar.dgt.es/etraffic/data/camaras/498.jpg,A-8,397.4,43.5352,-5.8354
499,http://infocar.dgt.es/etraffic/data/camaras/499.jpg,A-8,401.3,43.5341,-5.8718
500,http://infocar.dgt.es/etraffic/data/camaras/500.jpg,A-8,391.76,43.5021,-5.79
501,http://infocar.dgt.es/etraffic/data/camaras/501.jpg,A-67,190.87,43.4096,-3.9827
502,http://infocar.dgt.es/etraffic/data/camaras/502.jpg,A-67,193.05,43.4187,-3.9593
503,http://infocar.dgt.es/etraffic/data/camaras/503.jpg,A-67,196.67,43.4322,-3.9186
504,http://infocar.dgt.es/etraffic/data/camaras/504.jpg,S-10,3.55,43.423,-3.835
505,http://infocar.dgt.es/etraffic/data/camaras/505.jpg,S-10,4.05,43.4188,-3.8399
506,http://infocar.dgt.es/etraffic/data/camaras/506.jpg,S-10,4.18,43.4177,-3.8402
507,http://infocar.dgt.es/etraffic/data/camaras/507.jpg,N-632,97.3,43.5461,-5.9131
509,http://infocar.dgt.es/etraffic/data/camaras/509.jpg,N-632,102.4,43.5638,-5.9604
510,http://infocar.dgt.es/etraffic/data/camaras/510.jpg,N-632,100.05,43.5513,-5.9414
511,http://infocar.dgt.es/etraffic/data/camaras/511.jpg,A-92,375.85,37.0184,-2.444789
512,http://infocar.dgt.es/etraffic/data/camaras/512.jpg,A-92,382.85,36.961392,-2.466094
513,http://infocar.dgt.es/etraffic/data/camaras/513.jpg,A-92,387.35,36.92815,-2.440717
514,http://infocar.dgt.es/etraffic/data/camaras/514.jpg,A-7,777.2,36.888325,-2.416019
515,http://infocar.dgt.es/etraffic/data/camaras/515.jpg,A-7,837.65,36.766728,-2.986283
516,http://infocar.dgt.es/etraffic/data/camaras/516.jpg,A-7,828.7,36.753525,-2.890458
517,http://infocar.dgt.es/etraffic/data/camaras/517.jpg,A-7,822.975,36.767322,-2.829419
518,http://infocar.dgt.es/etraffic/data/camaras/518.jpg,A-7,820.4,36.757006,-2.805553
519,http://infocar.dgt.es/etraffic/data/camaras/519.jpg,A-7,814.35,36.784178,-2.749267
520,http://infocar.dgt.es/etraffic/data/camaras/520.jpg,A-7,808.68,36.795294,-2.6862
521,http://infocar.dgt.es/etraffic/data/camaras/521.jpg,A-7,805.0,36.813553,-2.653542
523,http://infocar.dgt.es/etraffic/data/camaras/523.jpg,V-15,2.8,39.40878056,-0.33716111
525,http://infocar.dgt.es/etraffic/data/camaras/525.jpg,A-7,799.65,36.820906,-2.598075
526,http://infocar.dgt.es/etraffic/data/camaras/526.jpg,A-7,790.55,36.831775,-2.503194
528,http://infocar.dgt.es/etraffic/data/camaras/528.jpg,N-340a,439.25,36.837222,-2.479981
529,http://infocar.dgt.es/etraffic/data/camaras/529.jpg,A-7,786.1,36.853542,-2.473722
532,http://infocar.dgt.es/etraffic/data/camaras/532.jpg,N-340a,445.0,36.864722,-2.448561
533,http://infocar.dgt.es/etraffic/data/camaras/533.jpg,A-6,522.0,43.17836,-7.7431741
534,http://infocar.dgt.es/etraffic/data/camaras/534.jpg,N-340a,448.8,36.897549,-2.445088
535,http://infocar.dgt.es/etraffic/data/camaras/535.jpg,A-7,782.675,36.878547,-2.458689
536,http://infocar.dgt.es/etraffic/data/camaras/536.jpg,A-7,780.35,36.89315,-2.4446
537,http://infocar.dgt.es/etraffic/data/camaras/537.jpg,A-7,773.06,36.884378,-2.376217
538,http://infocar.dgt.es/etraffic/data/camaras/538.jpg,A-7,761.8,36.864621,-2.267957
539,http://infocar.dgt.es/etraffic/data/camaras/539.jpg,A-7,757.875,36.869625,-2.230464
540,http://infocar.dgt.es/etraffic/data/camaras/540.jpg,A-7,749.845,36.937719,-2.20685
541,http://infocar.dgt.es/etraffic/data/camaras/541.jpg,A-7,747.175,36.949544,-2.183881
542,http://infocar.dgt.es/etraffic/data/camaras/542.jpg,A-7,734.825,36.994297,-2.065319
545,http://infocar.dgt.es/etraffic/data/camaras/545.jpg,A-6,510.4,43.1290894,-7.6236072
546,http://infocar.dgt.es/etraffic/data/camaras/546.jpg,A-6,500.0,43.0581894,-7.5600495
548,http://infocar.dgt.es/etraffic/data/camaras/548.jpg,N-344,9.7,36.856847,-2.36075
549,http://infocar.dgt.es/etraffic/data/camaras/549.jpg,A-6,496.825,43.040192,-7.5226415
550,http://infocar.dgt.es/etraffic/data/camaras/550.jpg,N-344,11.2,36.854783,-2.344181
551,http://infocar.dgt.es/etraffic/data/camaras/551.jpg,N-344,14.0,36.852019,-2.312169
554,http://infocar.dgt.es/etraffic/data/camaras/554.jpg,A-6,493.7,43.0133171,-7.5182328
555,http://infocar.dgt.es/etraffic/data/camaras/555.jpg,A-6,488.1,42.9684307625687,-7.4945318698883
557,http://infocar.dgt.es/etraffic/data/camaras/557.jpg,A-52,239.1,42.3408432,-7.9946465
558,http://infocar.dgt.es/etraffic/data/camaras/558.jpg,A-52,224.0,42.3063361,-7.8754427
559,http://infocar.dgt.es/etraffic/data/camaras/559.jpg,A-52,160.709,41.9122332,-7.4429893
560,http://infocar.dgt.es/etraffic/data/camaras/560.jpg,N-120,574.0,42.3527336,-7.9102483
561,http://infocar.dgt.es/etraffic/data/camaras/561.jpg,N-120,564.71,42.36092,-7.8493748
562,http://infocar.dgt.es/etraffic/data/camaras/562.jpg,N-525,241.5,42.3625832,-7.861289
563,http://infocar.dgt.es/etraffic/data/camaras/563.jpg,A-55,3.35,42.2074661,-8.69627
564,http://infocar.dgt.es/etraffic/data/camaras/564.jpg,A-55,8.0,42.2109489,-8.6610498
565,http://infocar.dgt.es/etraffic/data/camaras/565.jpg,A-55,11.9,42.1860103,-8.6363969
566,http://infocar.dgt.es/etraffic/data/camaras/566.jpg,A-55,14.1,42.170854,-8.6225757
567,http://infocar.dgt.es/etraffic/data/camaras/567.jpg,A-55,30.38,42.040329,-8.6601648
568,http://infocar.dgt.es/etraffic/data/camaras/568.jpg,AP-9,149.0,42.2764664,-8.6661234
569,http://infocar.dgt.es/etraffic/data/camaras/569.jpg,A-55,9.2,42.1988373,-8.656662
570,http://infocar.dgt.es/etraffic/data/camaras/570.jpg,PO-11,0.0,42.4134,-8.6541833
571,http://infocar.dgt.es/etraffic/data/camaras/571.jpg,PO-11,1.37,42.4178543,-8.6681509
572,http://infocar.dgt.es/etraffic/data/camaras/572.jpg,PO-10,1.5,42.4165154,-8.637948
573,http://infocar.dgt.es/etraffic/data/camaras/573.jpg,N-550,116.8,42.4513664,-8.6380177
574,http://infocar.dgt.es/etraffic/data/camaras/574.jpg,A-52,271.0,42.2056313,-8.2671318
575,http://infocar.dgt.es/etraffic/data/camaras/575.jpg,AI-81,1.5,43.5536,-5.8892
576,http://infocar.dgt.es/etraffic/data/camaras/576.jpg,AI-81,3.25,43.5493,-5.8691
578,http://infocar.dgt.es/etraffic/data/camaras/578.jpg,A-6,540.1,43.1943016,-7.9543829
585,http://infocar.dgt.es/etraffic/data/camaras/585.jpg,N-550,66.8,42.8486633,-8.573637
586,http://infocar.dgt.es/etraffic/data/camaras/586.jpg,SC-20,9.54,42.8564482,-8.5707405
587,http://infocar.dgt.es/etraffic/data/camaras/587.jpg,SC-20,8.62,42.8637085,-8.5681772
588,http://infocar.dgt.es/etraffic/data/camaras/588.jpg,SC-20,1.2,42.8983955,-8.509469
589,http://infocar.dgt.es/etraffic/data/camaras/589.jpg,SC-20,0.0,42.9083405,-8.5102005
590,http://infocar.dgt.es/etraffic/data/camaras/590.jpg,AP-9,72.0,42.8555489,-8.5319996
591,http://infocar.dgt.es/etraffic/data/camaras/591.jpg,AP-9,67.3,42.88883,-8.50449
592,http://infocar.dgt.es/etraffic/data/camaras/592.jpg,A-54,86.06,42.9093323,-8.4323664
593,http://infocar.dgt.es/etraffic/data/camaras/593.jpg,A-54,84.4,42.9141159,-8.4148817
594,http://infocar.dgt.es/etraffic/data/camaras/594.jpg,N-550,59.0,42.8989983,-8.5266504
595,http://infocar.dgt.es/etraffic/data/camaras/595.jpg,N-550,83.0,42.7322998,-8.6588335
597,http://infocar.dgt.es/etraffic/data/camaras/597.jpg,A-1,12.4,40.507211,-3.657157
598,http://infocar.dgt.es/etraffic/data/camaras/598.jpg,A-1,14.3,40.521565,-3.651408
599,http://infocar.dgt.es/etraffic/data/camaras/599.jpg,A-1,12.9,40.511961,-3.658257
600,http://infocar.dgt.es/etraffic/data/camaras/600.jpg,M-40,0.0,40.51009596,-3.65684939
601,http://infocar.dgt.es/etraffic/data/camaras/601.jpg,A-1,12.6,40.509018,-3.660181
602,http://infocar.dgt.es/etraffic/data/camaras/602.jpg,A-1,18.7,40.546375,-3.607714
603,http://infocar.dgt.es/etraffic/data/camaras/603.jpg,A-1,27.8,40.621964,-3.584875
604,http://infocar.dgt.es/etraffic/data/camaras/604.jpg,A-1,15.5,40.5323,-3.641146
605,http://infocar.dgt.es/etraffic/data/camaras/605.jpg,A-1,17.2,40.532678,-3.618008
606,http://infocar.dgt.es/etraffic/data/camaras/606.jpg,A-1,23.1,40.58199,-3.583794
607,http://infocar.dgt.es/etraffic/data/camaras/607.jpg,A-1,25.1,40.599517,-3.581407
608,http://infocar.dgt.es/etraffic/data/camaras/608.jpg,A-1,21.0,40.562524,-3.594165
609,http://infocar.dgt.es/etraffic/data/camaras/609.jpg,A-1,41.45,40.724532,-3.57667
610,http://infocar.dgt.es/etraffic/data/camaras/610.jpg,A-1,30.8,40.64839,-3.596356
611,http://infocar.dgt.es/etraffic/data/camaras/611.jpg,A-1,34.0,40.673065,-3.611606
612,http://infocar.dgt.es/etraffic/data/camaras/612.jpg,A-1,36.6,40.689287,-3.602885
613,http://infocar.dgt.es/etraffic/data/camaras/613.jpg,A-1,50.1,40.792161,-3.617975
614,http://infocar.dgt.es/etraffic/data/camaras/614.jpg,A-1,57.9,40.854531,-3.611581
615,http://infocar.dgt.es/etraffic/data/camaras/615.jpg,A-1,37.9,40.696359,-3.588077
616,http://infocar.dgt.es/etraffic/data/camaras/616.jpg,A-1,45.3,40.753177,-3.594058
617,http://infocar.dgt.es/etraffic/data/camaras/617.jpg,A-1,84.0,41.066319,-3.60895
618,http://infocar.dgt.es/etraffic/data/camaras/618.jpg,A-1,98.65,41.192261,-3.584937
619,http://infocar.dgt.es/etraffic/data/camaras/619.jpg,A-1,73.95,40.98138,-3.638647
620,http://infocar.dgt.es/etraffic/data/camaras/620.jpg,A-1,60.7,40.877836,-3.599028
621,http://infocar.dgt.es/etraffic/data/camaras/621.jpg,A-1,83.5,41.062346,-3.610329
622,http://infocar.dgt.es/etraffic/data/camaras/622.jpg,A-1,93.4,41.141684,-3.581476
623,http://infocar.dgt.es/etraffic/data/camaras/623.jpg,A-1,69.1,40.94231,-3.63098
624,http://infocar.dgt.es/etraffic/data/camaras/624.jpg,A-1,91.6,41.126703,-3.583114
625,http://infocar.dgt.es/etraffic/data/camaras/625.jpg,A-2,69.1,40.71970325,-3.06177829
626,http://infocar.dgt.es/etraffic/data/camaras/626.jpg,A-2,73.3,40.7480368,-3.03039776
627,http://infocar.dgt.es/etraffic/data/camaras/627.jpg,A-2,78.0,40.77627518,-2.99090449
628,http://infocar.dgt.es/etraffic/data/camaras/628.jpg,A-2,88.9,40.83989939,-2.89316703
629,http://infocar.dgt.es/etraffic/data/camaras/629.jpg,A-2,61.1,40.661094,-3.116381
630,http://infocar.dgt.es/etraffic/data/camaras/630.jpg,A-2,83.1,40.80622844,-2.94722649
631,http://infocar.dgt.es/etraffic/data/camaras/631.jpg,A-2,3.29,40.43925648,-3.6717568
632,http://infocar.dgt.es/etraffic/data/camaras/632.jpg,A-2,6.5,40.44843324,-3.63685755
633,http://infocar.dgt.es/etraffic/data/camaras/633.jpg,A-2,5.3,40.44837431,-3.65062382
634,http://infocar.dgt.es/etraffic/data/camaras/634.jpg,A-2,5.5,40.449394,-3.648114
635,http://infocar.dgt.es/etraffic/data/camaras/635.jpg,A-2,5.8,40.44989909,-3.64529394
636,http://infocar.dgt.es/etraffic/data/camaras/636.jpg,A-2,4.5,40.444701,-3.659533
637,http://infocar.dgt.es/etraffic/data/camaras/637.jpg,A-2,7.4,40.44967344,-3.62660545
638,http://infocar.dgt.es/etraffic/data/camaras/638.jpg,A-2,145.7,41.12909747,-2.44691477
639,http://infocar.dgt.es/etraffic/data/camaras/639.jpg,A-2,151.0,41.1680777,-2.41781659
640,http://infocar.dgt.es/etraffic/data/camaras/640.jpg,A-2,142.2,41.101255,-2.44955
641,http://infocar.dgt.es/etraffic/data/camaras/641.jpg,A-2,135.0,41.038169,-2.450488
642,http://infocar.dgt.es/etraffic/data/camaras/642.jpg,A-2,136.2,41.05018919,-2.44682901
643,http://infocar.dgt.es/etraffic/data/camaras/643.jpg,A-2,132.8,41.03512495,-2.47558936
649,http://infocar.dgt.es/etraffic/data/camaras/649.jpg,M-40,3.9,40.4789854,-3.64025648
650,http://infocar.dgt.es/etraffic/data/camaras/650.jpg,M-11,8.6,40.4688,-3.584627
651,http://infocar.dgt.es/etraffic/data/camaras/651.jpg,M-40,3.6,40.48071565,-3.64387716
652,http://infocar.dgt.es/etraffic/data/camaras/652.jpg,M-40,10.9,40.43048001,-3.59616879
653,http://infocar.dgt.es/etraffic/data/camaras/653.jpg,M-40,7.1,40.45768207,-3.61774772
654,http://infocar.dgt.es/etraffic/data/camaras/654.jpg,M-14,1.6,40.451509,-3.588718
655,http://infocar.dgt.es/etraffic/data/camaras/655.jpg,M-40,12.9,40.41834421,-3.61060227
656,http://infocar.dgt.es/etraffic/data/camaras/656.jpg,M-11,1.5,40.482995,-3.661413
657,http://infocar.dgt.es/etraffic/data/camaras/657.jpg,M-40,9.9,40.44053464,-3.59290575
658,http://infocar.dgt.es/etraffic/data/camaras/658.jpg,M-11,4.7,40.473636,-3.628495
659,http://infocar.dgt.es/etraffic/data/camaras/659.jpg,M-11,6.2,40.472323,-3.611778
660,http://infocar.dgt.es/etraffic/data/camaras/660.jpg,A-2,9.6,40.450333,-3.600132
661,http://infocar.dgt.es/etraffic/data/camaras/661.jpg,A-2,8.3,40.44984796,-3.61539197
662,http://infocar.dgt.es/etraffic/data/camaras/662.jpg,A-2,10.3,40.44987002,-3.59209819
663,http://infocar.dgt.es/etraffic/data/camaras/663.jpg,A-2,17.4,40.452912,-3.511247
664,http://infocar.dgt.es/etraffic/data/camaras/664.jpg,A-2,21.2,40.467269,-3.467353
665,http://infocar.dgt.es/etraffic/data/camaras/665.jpg,A-2,15.5,40.446254,-3.533048
666,http://infocar.dgt.es/etraffic/data/camaras/666.jpg,A-2,9.4,40.44978957,-3.6027537
667,http://infocar.dgt.es/etraffic/data/camaras/667.jpg,A-2,12.0,40.44999,-3.573297
668,http://infocar.dgt.es/etraffic/data/camaras/668.jpg,A-2,23.6,40.467689,-3.439709
669,http://infocar.dgt.es/etraffic/data/camaras/669.jpg,A-2,14.9,40.44760303,-3.53864091
670,http://infocar.dgt.es/etraffic/data/camaras/670.jpg,A-2,19.9,40.46467681,-3.48455642
671,http://infocar.dgt.es/etraffic/data/camaras/671.jpg,A-2,10.7,40.44975058,-3.58691358
672,http://infocar.dgt.es/etraffic/data/camaras/672.jpg,A-2,50.7,40.61858609,-3.20303744
673,http://infocar.dgt.es/etraffic/data/camaras/673.jpg,A-2,35.4,40.512491,-3.319302
674,http://infocar.dgt.es/etraffic/data/camaras/674.jpg,A-2,31.5,40.506223,-3.359163
675,http://infocar.dgt.es/etraffic/data/camaras/675.jpg,A-2,29.1,40.493929,-3.386326
676,http://infocar.dgt.es/etraffic/data/camaras/676.jpg,A-2,53.0,40.627815,-3.180341
677,http://infocar.dgt.es/etraffic/data/camaras/677.jpg,A-2,25.5,40.47255345,-3.4182232
678,http://infocar.dgt.es/etraffic/data/camaras/678.jpg,A-2,33.3,40.501342,-3.337772
679,http://infocar.dgt.es/etraffic/data/camaras/679.jpg,A-2,38.3,40.529568,-3.291531
680,http://infocar.dgt.es/etraffic/data/camaras/680.jpg,A-2,45.8,40.58072018,-3.23512819
681,http://infocar.dgt.es/etraffic/data/camaras/681.jpg,A-2,56.9,40.630245,-3.14811
682,http://infocar.dgt.es/etraffic/data/camaras/682.jpg,A-2,55.1,40.62172293,-3.15793856
683,http://infocar.dgt.es/etraffic/data/camaras/683.jpg,A-2,42.0,40.554494,-3.263977
684,http://infocar.dgt.es/etraffic/data/camaras/684.jpg,A-3,72.5,40.059536,-3.075459
685,http://infocar.dgt.es/etraffic/data/camaras/685.jpg,A-3,64.9,40.104324,-3.137812
686,http://infocar.dgt.es/etraffic/data/camaras/686.jpg,A-3,106.8,39.914854,-2.761677
687,http://infocar.dgt.es/etraffic/data/camaras/687.jpg,A-3,68.0,40.083928,-3.111229
688,http://infocar.dgt.es/etraffic/data/camaras/688.jpg,A-3,97.1,39.936454,-2.86329
689,http://infocar.dgt.es/etraffic/data/camaras/689.jpg,A-3,83.7,39.991931,-2.993237
690,http://infocar.dgt.es/etraffic/data/camaras/690.jpg,A-3,79.5,40.014339,-3.032067
691,http://infocar.dgt.es/etraffic/data/camaras/691.jpg,A-3,61.7,40.123394,-3.162645
692,http://infocar.dgt.es/etraffic/data/camaras/692.jpg,A-3,80.4,40.004875,-3.027681
693,http://infocar.dgt.es/etraffic/data/camaras/693.jpg,A-3,5.2,40.398649,-3.646868
694,http://infocar.dgt.es/etraffic/data/camaras/694.jpg,A-3,6.8,40.391833,-3.629952
695,http://infocar.dgt.es/etraffic/data/camaras/695.jpg,A-3,12.7,40.366731,-3.577444
696,http://infocar.dgt.es/etraffic/data/camaras/696.jpg,A-3,9.1,40.385469,-3.605334
697,http://infocar.dgt.es/etraffic/data/camaras/697.jpg,A-3,13.8,40.360147,-3.56394
698,http://infocar.dgt.es/etraffic/data/camaras/698.jpg,A-3,8.3,40.389175,-3.613316
699,http://infocar.dgt.es/etraffic/data/camaras/699.jpg,A-3,152.1,39.705282,-2.389436
700,http://infocar.dgt.es/etraffic/data/camaras/700.jpg,A-3,119.2,39.877493,-2.633604
701,http://infocar.dgt.es/etraffic/data/camaras/701.jpg,A-3,125.2,39.861734,-2.56641
702,http://infocar.dgt.es/etraffic/data/camaras/702.jpg,A-3,137.9,39.804376,-2.457694
703,http://infocar.dgt.es/etraffic/data/camaras/703.jpg,A-3,15.3,40.353652,-3.551293
704,http://infocar.dgt.es/etraffic/data/camaras/704.jpg,A-3,28.6,40.272319,-3.448046
705,http://infocar.dgt.es/etraffic/data/camaras/705.jpg,A-3,19.6,40.324762,-3.518185
706,http://infocar.dgt.es/etraffic/data/camaras/706.jpg,A-3,20.8,40.316942,-3.510594
707,http://infocar.dgt.es/etraffic/data/camaras/707.jpg,A-3,24.0,40.299506,-3.482711
708,http://infocar.dgt.es/etraffic/data/camaras/708.jpg,A-3,33.1,40.267937,-3.39696
709,http://infocar.dgt.es/etraffic/data/camaras/709.jpg,A-3,17.5,40.336948,-3.536609
710,http://infocar.dgt.es/etraffic/data/camaras/710.jpg,A-3,18.2,40.334388,-3.530476
711,http://infocar.dgt.es/etraffic/data/camaras/711.jpg,A-3,169.6,39.584554,-2.27313
712,http://infocar.dgt.es/etraffic/data/camaras/712.jpg,A-3,179.0,39.519176,-2.225186
713,http://infocar.dgt.es/etraffic/data/camaras/713.jpg,A-31,6.5,39.467292,-2.211677
714,http://infocar.dgt.es/etraffic/data/camaras/714.jpg,A-3,156.6,39.66731,-2.375281
715,http://infocar.dgt.es/etraffic/data/camaras/715.jpg,A-3,163.89,39.627672,-2.312583
