camera_id,name,url_image,road,km,location_info,latitude,longitude
112,112 Bernaola 8 Sentido Bilbao,https://www.bilbao.eus/camarastrafico/codec0112/snap_c1.jpg,,,112 Bernaola 8 Sentido Bilbao,43.27230613790335,-2.956136267775675
106,106 Bernaola 2 Sentido Asúa,https://www.bilbao.eus/camarastrafico/codec0106/snap_c1.jpg,,,106 Bernaola 2 Sentido Asúa,43.271475337903354,-2.955956667775675
105,105 Bernaola 1 Sentido Asúa,https://www.bilbao.eus/camarastrafico/codec0105/snap_c1.jpg,,,105 Bernaola 1 Sentido Asúa,43.27006523790335,-2.956022167775675
109,109 Bernaola 5 Sentido Asúa,https://www.bilbao.eus/camarastrafico/codec0109/snap_c1.jpg,,,109 Bernaola 5 Sentido Asúa,43.27381893790335,-2.954895867775675
7,Dr. Areilza/Alda. Urquijo,https://www.bilbao.eus/camarastrafico/codec0007/snap_c1.jpg,,,Dr. Areilza/Alda. Urquijo,43.26135093790335,-2.942427767775675
9,Jardines Albia,https://www.bilbao.eus/camarastrafico/codec0009/snap_c1.jpg,,,Jardines Albia,43.26284973790335,-2.929037367775675
14,Arenal,https://www.bilbao.eus/camarastrafico/codec0014/snap_c1.jpg,,,Arenal,43.25948693790335,-2.923825567775675
19,Hurtado de Amézaga,https://www.bilbao.eus/camarastrafico/codec0019/snap_c1.jpg,,,Hurtado de Amézaga,43.25937393790335,-2.930554367775675
15,Plza. Erkoreka,https://www.bilbao.eus/camarastrafico/codec0015/snap_c1.jpg,,,Plza. Erkoreka,43.26340123790335,-2.9233496677756747
11,Ldo. Poza/Ercilla,https://www.bilbao.eus/camarastrafico/codec0011/snap_c1.jpg,,,Ldo. Poza/Ercilla,43.26146693790335,-2.938501767775675
103,Túnel Bernaola Puerta Cuarto Técnico,https://www.bilbao.eus/camarastrafico/codec0103/snap_c1.jpg,,,Túnel Bernaola Puerta Cuarto Técnico,43.27123543790335,-2.9557154677756747
114,114 Bernaola 10 Sentido Bilbao,https://www.bilbao.eus/camarastrafico/codec0114/snap_c1.jpg,,,114 Bernaola 10 Sentido Bilbao,43.27006693790335,-2.956224867775675
113,113 Bernaola 9 Sentido Bilbao,https://www.bilbao.eus/camarastrafico/codec0113/snap_c1.jpg,,,113 Bernaola 9 Sentido Bilbao,43.27148233790335,-2.956290867775675
12,General Concha/Alda. Urquijo,https://www.bilbao.eus/camarastrafico/codec0012/snap_c1.jpg,,,General Concha/Alda. Urquijo,43.25964283790335,-2.934670167775675
125,PC08_BARRENKALEBARRENA_ENT,https://www.bilbao.eus/camarastrafico/codec0125/snap_c1.jpg,,,PC08_BARRENKALEBARRENA_ENT,43.25669523790335,-2.925674467775675
124,PC09_PELOTA_ENT,https://www.bilbao.eus/camarastrafico/codec0124/snap_c1.jpg,,,PC09_PELOTA_ENT,43.25697243790335,-2.925950267775675
115,PC22_ESPERANZA_SAL,https://www.bilbao.eus/camarastrafico/codec0115/snap_c1.jpg,,,PC22_ESPERANZA_SAL,43.26209353790335,-2.922683867775675
118,PC19_CORREO_SAL,https://www.bilbao.eus/camarastrafico/codec0118/snap_c1.jpg,,,PC19_CORREO_SAL,43.25938483790335,-2.923549267775675
119,PC18_BIDEBARIETA_SAL,https://www.bilbao.eus/camarastrafico/codec0119/snap_c1.jpg,,,PC18_BIDEBARIETA_SAL,43.25902863790335,-2.924596367775675
120,PC17_NUEVA_SAL,https://www.bilbao.eus/camarastrafico/codec0120/snap_c1.jpg,,,PC17_NUEVA_SAL,43.25893193790335,-2.925461367775675
117,PC20_FUEROS_SAL,https://www.bilbao.eus/camarastrafico/codec0117/snap_c1.jpg,,,PC20_FUEROS_SAL,43.25960063790335,-2.923088567775675
121,PC16_SANTA MARÍA_SAL,https://www.bilbao.eus/camarastrafico/codec0121/snap_c1.jpg,,,PC16_SANTA MARÍA_SAL,43.25869313790335,-2.926412267775675
116,PC21_ESTUFA_SAL,https://www.bilbao.eus/camarastrafico/codec0116/snap_c1.jpg,,,PC21_ESTUFA_SAL,43.26059683790335,-2.922647467775675
135,PC24_DE LA CRUZ_SAL,https://www.bilbao.eus/camarastrafico/codec0135/snap_c1.jpg,,,PC24_DE LA CRUZ_SAL,43.25815373790335,-2.922135367775675
127,PC06_CARNICERÍA VIEJA_ENT,https://www.bilbao.eus/camarastrafico/codec0127/snap_c1.jpg,,,PC06_CARNICERÍA VIEJA_ENT,43.25608203790335,-2.9249397677756748
128,PC05_BELOSTIKALE_ENT,https://www.bilbao.eus/camarastrafico/codec0128/snap_c1.jpg,,,PC05_BELOSTIKALE_ENT,43.25592303790335,-2.924569267775675
130,PC03_ARTEKALE_ENT,https://www.bilbao.eus/camarastrafico/codec0130/snap_c1.jpg,,,PC03_ARTEKALE_ENT,43.255609537903354,-2.923759967775675
131,PC02_SOMERA_ENT,https://www.bilbao.eus/camarastrafico/codec0131/snap_c1.jpg,,,PC02_SOMERA_ENT,43.25551083790335,-2.923303467775675
132,PC01_RONDA_ENT,https://www.bilbao.eus/camarastrafico/codec0132/snap_c1.jpg,,,PC01_RONDA_ENT,43.25544953790335,-2.922872267775675
133,PC28_RONDA_CENT ( NO P.C.),https://www.bilbao.eus/camarastrafico/codec0133/snap_c1.jpg,,,PC28_RONDA_CENT ( NO P.C.),43.25753553790335,-2.922015567775675
129,PC04_TENDERÍA_ENT,https://www.bilbao.eus/camarastrafico/codec0129/snap_c1.jpg,,,PC04_TENDERÍA_ENT,43.25576163790335,-2.9241696677756748
138,PC13_FUEROS_ENT,https://www.bilbao.eus/camarastrafico/codec0138/snap_c1.jpg,,,PC13_FUEROS_ENT,43.25956323790335,-2.922047567775675
139,PC11_ESPERANZA_ENT,https://www.bilbao.eus/camarastrafico/codec0139/snap_c1.jpg,,,PC11_ESPERANZA_ENT,43.25984133790335,-2.922257367775675
140,PC12_ASKAO_ENT,https://www.bilbao.eus/camarastrafico/codec0140/snap_c1.jpg,,,PC12_ASKAO_ENT,43.25985243790335,-2.922134867775675
143,PC27_PRIM_SAL,https://www.bilbao.eus/camarastrafico/codec0143/snap_c1.jpg,,,PC27_PRIM_SAL,43.25686073790335,-2.916243967775675
144,PC29_PLAZUELA SANTIAGO (NO P.C.),https://www.bilbao.eus/camarastrafico/codec0144/snap_c1.jpg,,,PC29_PLAZUELA SANTIAGO (NO P.C.),43.25722223790335,-2.924306567775675
142,PC15_ITURRIBIDE_ENT,https://www.bilbao.eus/camarastrafico/codec0142/snap_c1.jpg,,,PC15_ITURRIBIDE_ENT,43.25767843790335,-2.918402967775675
136,PC14_SOMBRERERÍA_ENT,https://www.bilbao.eus/camarastrafico/codec0136/snap_c1.jpg,,,PC14_SOMBRERERÍA_ENT,43.25838513790335,-2.921953367775675
126,PC07_BARRENKALE_ENT,https://www.bilbao.eus/camarastrafico/codec0126/snap_c1.jpg,,,PC07_BARRENKALE_ENT,43.25637133790335,-2.925322767775675
122,PC30_SANTA MARÍA_ENT (NO P.C.),https://www.bilbao.eus/camarastrafico/codec0122/snap_c1.jpg,,,PC30_SANTA MARÍA_ENT (NO P.C.),43.25803953790335,-2.925699867775675
123,PC10_MERCED_ENT,https://www.bilbao.eus/camarastrafico/codec0123/snap_c1.jpg,,,PC10_MERCED_ENT,43.25781813790335,-2.926329467775675
134,PC25_MARÍA MUÑOZ_SAL,https://www.bilbao.eus/camarastrafico/codec0134/snap_c1.jpg,,,PC25_MARÍA MUÑOZ_SAL,43.25798923790335,-2.921501167775675
141,PPCC-27 Prim Entrada,https://www.bilbao.eus/camarastrafico/codec0141/snap_c1.jpg,,,PPCC-27 Prim Entrada,43.25810163790335,-2.921079267775675
137,PC23_LIBERTAD_SAL,https://www.bilbao.eus/camarastrafico/codec0137/snap_c1.jpg,,,PC23_LIBERTAD_SAL,43.25861173790335,-2.922131667775675
80,Zabalbide/Arabella,https://www.bilbao.eus/camarastrafico/codec0080/snap_c1.jpg,,,Zabalbide/Arabella,43.26094713790335,-2.911473367775675
85,Ballets Olaeta/Gral. Eraso,https://www.bilbao.eus/camarastrafico/codec0085/snap_c1.jpg,,,Ballets Olaeta/Gral. Eraso,43.26733703790335,-2.951517567775675
86,Zarandoa/Islas Baleares,https://www.bilbao.eus/camarastrafico/codec0086/snap_c1.jpg,,,Zarandoa/Islas Baleares,43.27728263790335,-2.963350867775675
151,Urquijo-Mazarredo-Gran Vía,https://www.bilbao.eus/camarastrafico/codec0151/snap_c1.jpg,,,Urquijo-Mazarredo-Gran Vía,43.26175823790335,-2.929710267775675
152,P.P. Arenal,https://www.bilbao.eus/camarastrafico/codec0152/snap_c1.jpg,,,P.P. Arenal,43.25973463790335,-2.923709967775675
30,Antonia Fija 1 - Avenida Zabalgana,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM30,,,,42.838785,-2.696882
31,Antonia Fija 2 - Alto Armentia,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM31,,,,42.837707,-2.697583
32,Antonia Fija 3 - Portal de Castilla,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM32,,,,42.838081,-2.695962
17,Deba Fija 1 - Deba,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM17,,,,42.85576,-2.656782
18,Deba Fija 1 - Madrid,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM18,,,,42.855695,-2.657477
13,Gamarra Fija 1 - Madrid,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM13,,,,42.859294,-2.66254
14,Gamarra Fija 2 - Zaramaga,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM14,,,,42.859801,-2.663222
15,Gamarra Fija 3 - Portal de Gamarra,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM15,,,,42.859896,-2.662497
20,Honduras Fija - Norte,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM20,,,,42.85829,-2.68142
21,Honduras Fija - Sur,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM21,,,,42.85859,-2.68158
23,Juan Garay Fija 2 - Zaramaga,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM23,,,,42.86198,-2.67307
11,Michelín Fija 1 - Boulevard,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM11,,,,42.86489,-2.66452
26,Salburua Fija 1 - Bruselas,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM26,,,,42.850515,-2.651183
27,Salburua Fija 2 - Salburua,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM27,,,,42.850811,-2.650722
36,Urartea Fija 1 - Huetos,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM36,,,,42.855147,-2.705815
37,Urartea Fija 2 - Bremen,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM37,,,,42.855101,-2.706742
38,Urartea Fija 3 - Urartea,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM38,,,,42.855494,-2.70589
39,Urartea Fija 4 - Mercedes,https://www.vitoria-gasteiz.org/c11-01w/cameras?action=get&id=CAM39,,,,42.855307,-2.70687
110,110 Bernaola 6 Sentido Bilbao,https://www.bilbao.eus/camarastrafico/codec0110/snap_c1.jpg,,,110 Bernaola 6 Sentido Bilbao,43.27389933790335,-2.955182767775675
149,PPCC-35 Zunzunegui,https://www.bilbao.eus/camarastrafico/codec0149/snap_c1.jpg,,,PPCC-35 Zunzunegui,43.26262323790335,-2.950462267775675
150,PPCC-36 Camino Morgan,https://www.bilbao.eus/camarastrafico/codec0150/snap_c1.jpg,,,PPCC-36 Camino Morgan,43.26854183790335,-2.954037767775675
